"1 The Worst Nicotine Addict I Have Yet to Meet","15","H1"
"Many smokers will actually leave the bedroom before they light that first cigarette; many will have
breakfast first; many will wait until they arrive at work. They can suffer ten hours' withdrawal
pangs, and it doesn't bother them, but if they went ten hours during the day without a cigarette,
they'd be tearing their hair out.","29"
"If you stop now, your body will recover within a matter of a few
weeks, almost as if you had never been a smoker.","30"
"7 Brainwashing and the Sleeping Partner","31","H1"
"The main delusion of
smokers is that smoking relieves stress and tends to be associated with the dominant type, the type
that takes on responsibility and stress, and, of course, that is the type that we admire and
therefore tend to copy.","32"
"Why am I doing it?
Do I really need to?
NO, OF COURSE YOU DON'T.","33"
"no one appears more contented than pipe smokers.
Most of them are convinced that they smoke because they enjoy the pipe. But why did they have to
work so hard to learn to like it when they were perfectly happy without it?","34"
"The answer is that once you have become addicted to nicotine, the brainwashing is increased. Your
subconscious mind knows that the little monster has to be fed, and you block everything else from your
mind.","34"
"It is the brainwashing that is the main difficulty in giving up smoking. The brainwashing of our
upbringing in society reinforced with the brainwashing from our own addiction and, most
powerful of all, the brainwashing of our friends, relatives and colleagues.","34"
"Did you notice that up to now I've frequently referred to 'giving up' smoking, I used the
expression at the beginning of the previous paragraph. This is a classic example of the brainwashing.
The expression implies a genuine sacrifice. The beautiful truth is that there is absolutely nothing to
give up. On the contrary, you will be freeing yourself from a terrible disease and achieving marvelous
positive gains.","34"
"From this point on, no longer
will we refer to 'giving up', but to stopping, quitting or the true position: ESCAPING!","34"
"The only thing that persuades us to smoke in the first place is all the other people doing it. We feel
we are missing out. We work so hard to become hooked, yet nobody ever finds out what they have
been missing.","34"
"This brainwashing is very powerful and you need to be aware of its effects.","34"
"We are about to remove the brainwashing. It is not the non-smoker who is being deprived but the
poor smoker who is forfeiting a lifetime of:
HEALTH
ENERGY
WEALTH
PEACE OF MIND
CONFIDENCE
COURAGE
SELF-RESPECT
HAPPINESS
FREEDOM.
And what does he gain from these considerable sacrifices?
ABSOLUTELY NOTHING-except the illusion of trying to get back to the state of peace,
tranquility and confidence that the non-smoker enjoys all the time.","35"
"8 Relieving Withdrawal Pangs","36","H1"
"As already stated, smokers tend to relieve their withdrawal pangs at times of stress, boredom,
concentration, relaxation or a combination of these.","36"
"9 Stress","37","H1"
"I am referring not only to the great tragedies of life but also to the minor stresses, the socializing,
the telephone call, the anxieties of the housewife with noisy young children and so on.","37"
"For most people the telephone is slightly
stressful, particularly for the business man. Most calls aren't from satisfied customers or your
boss congratulating you. There's usually some sort of aggro - something going wrong or somebody
making demands. At that time the smoker, if he isn't already doing so, will light up a cigarette. He
doesn't know why he does this, but he does know that for some reason it appears to help.","37"
"What has actually happened is this. Without being conscious of it, he has already been suffering
aggravation (i.e. the withdrawal pangs). By partially relieving that aggravation at the same time as
normal stress, the total stress is reduced and the smoker gets a boost. At this point the boost is not, in
fact, an illusion. The smoker will feel better than before he lit the cigarette. However, even when
smoking that cigarette the smoker is more tense than if he were a non-smoker because the more you
go into the drug, the more it knocks you down and the less it restores you when you smoke.","37"
"As you go through life it
systematically takes away your nerve and courage. The more it takes your courage away, the more you
are deluded into believing the cigarette is doing the opposite.","37"
"Get it clear in your head that the cigarette is not relieving your nerves; it is slowly but steadily
destroying them. One of the great gains of breaking the habit is the return of your confidence and
self-assurance.","37"
"10 Boredom","38","H1"
"Another fallacy about smoking is that cigarettes relieve boredom. Boredom is a frame of mind.
When you smoke a cigarette your mind isn't saying, 'I'm smoking a cigarette. I'm smoking a cigarette.'
The only time that happens is when you have been deprived for a long time or are trying to cut down, or
during those first few cigarettes after a failed attempt to stop.","38"
"when you are addicted to nicotine and are not smoking, there is something
missing. If you have something to occupy your mind that isn't stressful, you can go for long periods
without being bothered by the absence of the drug. However, when you are bored there's nothing to take
your mind off it. so you feed the monster.","38"
"The truth is that cigarettes tend to increase boredom indirectly because they make you feel
lethargic, and instead of undertaking some energetic activity smokers tend to lounge around, bored,
relieving their withdrawal pangs.","38"
"Next time you watch someone chewing gum,
observe them closely and ask yourself whether they looked relaxed or tense. Observe smokers who
are smoking because they are bored. They still looked bored. The cigarette doesn't relieve the
boredom.","38"
"11 Concentration","39","H1"
"When you are trying to concentrate, you automatically try to avoid distractions like feeling cold
or hot. The smoker is already suffering: that little monster wants his fix. So when he wants to
concentrate he doesn't even have to think about it. He automatically lights up, partially ending the
craving, gets on with the matter in hand and has already forgotten that he is smoking.","39"
"Cigarettes do not help concentration. They help to ruin it because after a while, even while
smoking a cigarette, the smoker's withdrawal pangs cease to be completely relieved. The smoker
then increases his intake, and the problem then increases.","39"
"The progressive blocking up of the
arteries and veins with poisons starves the brain of oxygen. In fact, your concentration and
inspiration will be greatly improved as this process is reversed.","39"
"The loss of concentration that smokers suffer when they try to stop smoking is not, in fact, due to
the physical withdrawal from nicotine. When you are a smoker, you have mental blocks. When you
have one, what do you do? If you are not already smoking one, you light a cigarette.","39"
"The moment you stop smoking, everything that
goes wrong in your life is blamed on the fact that you've stopped smoking. Now when you have a
mental block, instead of just getting on with it you start to say, 'If only I could light up now, it would
solve my problem.' You then start to question your decision to quit smoking.","39"
"12 Relaxations","40","H1"
"Most smokers think that a cigarette helps to relax them. The truth is that nicotine is a chemical
stimulant. If you take your pulse and then smoke two consecutive cigarettes, there will be a marked
increase in your pulse rate.","40"
"One of the favorite cigarettes for most smokers is the one after a meal. A meal is a time of day
when we stop working; we sit down and relax, relieve our hunger and thirst and are then completely
satisfied. However, the poor smoker cannot relax, as he has another hunger to satisfy. He thinks of
the cigarette as the icing on the cake, but it is the little monster that needs feeding.","40"
"The truth is that the nicotine addict can never be completely relaxed, and as you go through life it
gets worse,","40"
"The most unrelaxed people on this planet aren't non-smokers but fifty-year-old business executives
who chain-smoke, are permanently coughing and spluttering, have high blood pressure and are
constantly irritable. At this point cigarettes cease to relieve even partially the symptoms that they
have created.","40"
"During those times I thought I had all the problems in the world, hut when I look back on my
life I wonder where all the great stress was.","40"
"You' ll find that they have their hands near their mouths, or they are twiddling
their thumbs, or tapping their feet, or fiddling with their hair, or clenching their jaw, Smokers
aren't relaxed. They've forgotten what it feels like to be completely relaxed. That's one of the
many joys you have to come.","40"
"13 Combination Cigarettes","41","H1"
"A combination cigarette is one occasioned by two or more of our usual reasons for smoking, e.g.
social functions, parties, weddings, meals in restaurants. These are examples of occasions that are
both stressful and relaxing.","41"
"Another classic example is a game of cards. If it's a game like bridge or poker, you have to
concentrate. If you are losing more than you can afford, it is stressful. If you have long periods of not
getting a decent hand, it can be boring. And, while all this is going on, you are at leisure; you are
supposed to be relaxing. During a game of cards, no matter how slight the withdrawal pangs are, all
smokers will be chain-smoking, even otherwise casual smokers. The ashtrays will fill and overflow in
no time.","41"
"These combination cigarettes are often special ones, the ones that we think we'll miss most when
we are contemplating stopping smoking.","41"
"Let us make it quite clear. It is not the cigarette that is special; it is the occasion. Once we have
removed the need for the cigarette, such occasions will become more enjoyable and the stressful
situations less stressful.","41"
"14 What am I Giving Up?","42","H1"
"ABSOLUTELY NOTHING! The thing that makes it difficult for us to give up is fear. The fear that
we are being deprived of our pleasure or prop. The fear that certain pleasant situations will never be
quite the same again. The fear of being unable to cope with stressful situations.
In other words, the effect of brainwashing is to delude us into believing that there is a weakness in us,
or something inherent in the cigarette that we need, and that when we stop smoking there will be a
void.","42"
"Get it clear in your mind: CIGARETTES DO NOT FILL A VOID. THEY CREATE IT!","42"
"The beautiful truth is - there is nothing to give up. Once you purge that little monster from your
body and the brainwashing from your mind, you will neither want cigarettes nor need them.","42"
"Cigarettes do not improve meals. They ruin them. They destroy your sense of taste and smell.","42"
"Smokers do not smoke because they enjoy it. They do it because they are
miserable without it.","42"
"Because many of us start smoking on social occasions when we are young and shy, we acquire the
belief that we cannot enjoy social occasions without a cigarette. This is nonsense. Tobacco takes
away your confidence. The greatest evidence of the fear that cigarettes instill in smokers is their
effect on women.","42"
"Cigarettes do not help social occasions; they destroy them.","42"
"These
are obviously valid and important issues, but I personally believe the greatest gains from stopping
are psychological, and for varying reasons they include:
1 The return of your confidence and courage.
2 Freedom from the slavery.
3 Not to have to go through life suffering the awful black shadows at
the back of your mind, knowing you are being despised by half
of the population and, worst of all. despising yourself,","43"
"It was as if a great mist had suddenly lifted from my mind. I could see so clearly that that panic
feeling of wanting a cigarette wasn't some sort of weakness in me, or some magic quality in the
cigarette. It was caused by the first cigarette; and each subsequent one, far from relieving the
feeling, was causing it.","44"
"IT'S SO NICE TO BE FREE!","44"
"15 Self-imposed Slavery","45","H1"
"With most of the cigarettes we smoke in our lives, not
only do we not enjoy them but we aren't even aware that we are smoking them. It is only after a
period of abstinence that we actually suffer the delusion of enjoying a cigarette","45"
"We were not designed to go through life
systematically poisoning our own bodies. The pathetic thing is that even when smoking a cigarette, the
smoker doesn't achieve the feeling of peace, confidence and tranquility that the non-smoker has
experienced for the whole of his non-smoking life.","45"
"To me one of the tremendous joys of being a non-smoker is to be freed from that slavery, to be able to
enjoy the whole of my life and not spend half of it craving for a cigarette and then, when I light up,
wishing I didn't have to do it.","46"
"Smokers should bear in mind that when they are in the houses of non-smokers or even in the
company of non-smokers, it is not the self-righteous non-smoker who is depriving them but the
'little monster'.","46"
"17 Health","49","H1"
"I had been doing what every smoker does all his
smoking life: closing my mind and keeping my head in the sand, hoping that I would wake up one
morning and just not want to smoke any more. Smokers cannot allow themselves to think of the
health risks. If they do, even the illusion of enjoying the 'habit' goes.","49"
"The cough itself is not a disease; it is just a symptom. When smokers cough it is because their lungs
are trying to dispel cancer-triggering tars and poisons. When they do not cough those tars and
poisons remain in their lungs, and that is when they cause cancer.","50"
"Wise up. You don't have to do it, and remember: it is doing ABSOLUTELY NOTHING FOR
YOU.","50"
"Stop kidding yourself. You have the chance. It's a chain reaction. If you smoke the next cigarette,
it will lead to the next one and the next. It's already happening to you.","50"
"Smokers tend to think of the health hazard as a hit-and-miss affair, like stepping on a mine. Get it
into your head: it is already happening, Every time you puff on a cigarette you are breathing cancer
triggering tars into your lungs, and cancer is by no means the worst of the killer diseases that
cigarettes cause or contribute to. They are also a powerful contributory cause of heart disease,
arteriosclerosis, emphysema, angina, thrombosis, chronic bronchitis and asthma.","50"
"The fear of contracting lung cancer didn't make me quit because I believed it was rather like
walking through a minefield. If you got away with it - fine. If you were unlucky you stepped on a mine.
You knew the risks you were taking and if you were prepared to take the risk, what had it to do with
anyone else?","51"
"As you are already aware, my
method is not to frighten you into quitting, but the complete opposite - to make you realize just
how more enjoyable your life will be when you have escaped.","52"
"However, I do believe that if I could have seen what was happening inside my body, this would
have helped me to quit. Now I'm not referring to the shock technique of showing a smoker the
color of a smoker's lungs. It was obvious to me from my nicotine-stained teeth and fingers that
my lungs weren't a pretty sight. Provided they kept functioning, they were less embarrassment
than my teeth and fingers - at least nobody could see my lungs.","52"
"What I am referring to is the progressive gunging-up of our arteries and veins and the gradual
starving of every muscle and organ of our bodies of oxygen and nutrients and replacing them
with poisons and carbon monoxide (not just from car exhausts but also from smoking)","52"
"One of the great evils about smoking is that it fools us into believing that nicotine gives us
courage, when in fact it gradually and imperceptibly dissipates it. I was shocked when I heard my
father say that he had no wish to live to be fifty. Little did I realize that twenty years later I would
have exactly the same lack of joie de vivre.","53"
"I promise you it is the complete opposite. I used to
fear death when I was a child. I used to believe that smoking removed that fear. Perhaps it did. If so,
it replaced it with something infinitely worse: A FEAR OF LIVING I","53"
"I used to have repetitive nightmares every night. I would dream that!
was being chased. I can only assume that these nightmares were the result of the body being
deprived of nicotine throughout the night and the insecure feeling that would result. Now the only
nightmare that I have is that I occasionally dream that I am smoking again. This is quite a common
dream among ex-smokers.","54"
"The effect of the brainwashing is that we tend to think like the man who, having fallen off a 100-
storey building, is heard to say, as he passes the fiftieth floor, 'So far, so good!' We think that as we
have got away with it so far, one more cigarette won't make the difference.","54"
"Try to see it another way, the 'habit' is a continuous chain for life, each cigarette creating the
need for the next. When you start the habit you light a fuse. The trouble is, YOU DON'T KNOW
HOW LONG THE FUSE IS. Every time that you light a cigarette you are one step nearer to the
bomb exploding. HOW WILL YOU KNOW IF IT'S THE NEXT ONE?","54"
"18 Energy","55","H1"
"If I could immediately transfer you into your mind and body to give you a
direct comparison on how you would feel having stopped smoking for just three weeks, that is all I
would need to do to persuade you to quit. You would think: 'Will I really feel this good?' Or what it
really amounts to: 'Have I really sunk that low?'","55"
"The problem is that when you quit smoking, the return of your physical and mental health is also
gradual. True it's nothing like as slow as the slide into the pit, and if you are going through the
trauma of the willpower method of quitting, any health or financial gains will be obliterated by the
depression you will be going through.","55"
"Unfortunately, I cannot immediately transfer you into your mind and body in three weeks' time.
But you can! You know instinctively that what I am telling you is correct. All you need to do is:
USE YOUR IMAGINATION!","55"
"19 It Relaxes Me and Gives Me Confidence","56","H1"
"Smokers find it very difficult to believe that the cigarette actually causes that insecure feeling you
get when you are out late at night and running out of cigarettes. Non-smokers do not suffer from that
feeling. It is the tobacco that causes it.","56"
"None of these things did I relate to my smoking 'habit', but getting off it has been like awakening
from a bad dream. Nowadays I look forward to each day. Of course, bad things happen in my life,
and I am subject to the normal stresses and strains, but it is wonderful to have the confidence to
cope with them, and extra health, energy and confidence make the good times more enjoyable too.","56"
"20 Those Sinister Black Shadows","57","H1","H1"
"All smokers know they are mugs and close their minds to the ill-effects of smoking. For most of our
lives smoking is automatic, but the black shadows are always lurking in our subconscious minds, just
beneath the surface.","57"
"But now that I am free it amazes
me how 1 successfully blocked my mind from even more important advantages to be gained from
quitting.","57"
"But for me the greatest joy of being free was not the health, the money, the
energy, or the ending of the slavery, it was the removal of those sinister black shadows, the removal
of feeling despised by and feeling apologetic to non-smokers, and most of all to be able to respect
yourself.","57"
"21 The Advantages of Being a Smoker","58","H1"
"22 The Willpower Method of Stopping","60","H1"
"It is an accepted fact in our society that it is very difficult to stop smoking. Even books advising
you how to do so usually start off by telling you how difficult it is. The truth is that it is ridiculously
easy. Yes, I can understand your questioning that statement, but just consider it.","60"
"However, in order to stop smoking all you have to do is not smoke any more. No one forces you to
smoke (apart from yourself) and, unlike food or drink, you don't need it to survive. So if you want to
stop doing it, why should it be difficult? In fact, it isn't. It is smokers who make it difficult by
using the Willpower Method. I define the Willpower Method as any method that forces the smoker to
feel he is making some sort of sacrifice.","60"
"In fact smoking
neither improves meals and social occasions nor does it relieve stress, it's just that smokers
believe they can't enjoy a meal or handle stress without a cigarette.","60"
"It usually takes us a long time to realize that we are hooked because we suffer from the illusion
that smokers smoke because they enjoy a cigarette, not because they have to have a cigarette. While
we are not enjoying them (which we never do), we suffer from the illusion that we can stop whenever
we want to.","60"
"Usually it is not until we actually try to stop that we realize a problem exists.","60"
"Whatever the reason, the smoker
always waits for a stressful situation, whether it be health or money. As soon as he stops, the little
monster needs feeding. The smoker then wants a cigarette, and because he cannot have one this
makes him more distressed. The thing he usually takes to relieve stress is now not available, so he
suffers a triple blow.","60"
"Of course, the time is never right because life for most people doesn't become less stressful; it
becomes more so. We leave the protection of our parents and enter the world of setting up home,
taking on mortgages, having children, more responsible jobs, etc. Of course, the smoker's life can
never become less stressful because it is the cigarette that actually causes stress. As the smoker's
rate of nicotine intake rises, the more distressed he becomes and the greater the illusion of his
dependency becomes.","60"
"In fact, it is an illusion that life becomes more stressful, and it's the smoking itself, or a similar
crutch, that creates the illusion.","61"
"Let's consider in greater detail why the Willpower Method is so difficult.","61"
"At odd times something will trigger off an attempt to stop. It may be concern about health, money,
social stigma or we may have been going through a particularly heavy bout of choking and realize
that we don't actually enjoy it.","61"
"Whatever the reason, we take our head out of the sand and start weighing up the pros and cons of
smoking. We then find out what we have known all our lives: on a rational assessment the
conclusion is, a dozen times over, STOP SMOKING.","61"
"The smoker doesn't
know why, but he believes that during the good times and the bad times of life the cigarette does
appear to help.","61"
"Let's assume that the smoker survives a few days without a cigarette. The congestion is rapidly
disappearing from his lungs. He hasn't bought cigarettes and consequently has more money in his
pocket. So the reasons why he decided to stop in the first place are rapidly disappearing from his
thoughts. It is like seeing a bad road accident when you are driving. It slows you down for a while,
but the next time you are late for an appointment you have forgotten all about it and your foot stamps
on the throttle.","62"
"On the other side of the tug of war, that little monster inside your stomach hasn't had his fix. There
is no physical pain; if you had the same feeling because of a cold, you wouldn't stop working or get
depressed. You would laugh it off. All the smoker knows is that he wants a cigarette. Quite why it is
so important to him he doesn't know. The little monster in the stomach then starts off the big monster
in the mind, and now the person who a few hours or days earlier was listing all the reasons to stop
is desperately searching for any excuse to start again. Now he is saying things like:
1 Life is too short. The bomb could go off, I could step under a bus tomorrow. I have left it too
late. They tell you everything gives youcancer these days.
2 I have picked the wrong time. I should have waited until after Christmas/after my
holidays/after this stressful event, in my life. 1 cannot concentrate, I am getting irritable and
bad tempered. I cannot do my job properly. My family and friends won't love me. Let's face it,
for everybody's sake I have got to start smoking again. I am a confirmed smoker and there is no
way I will ever be happyagain without a cigarette. (This one kept me smoking for thirty
three years.)","62"
"At this stage the smoker usually gives in. He lights a cigarette and the schizophrenia increases.
On the one hand there is the tremendous relief of ending the craving, when the little monster finally
gets his fix; on the other hand, if he has survived a long time, the cigarette tastes awful and the
smoker cannot understand why he is smoking it. This is why the smoker thinks he lacks willpower.
In fact, it is not lack of willpower; all he has done is to change his mind and make a perfectly-rational
decision in the light of the latest information.","62"
"Fortunately, that is not true - just the reverse. Life as a non-smoker is infinitely more enjoyable,
but it was this delusion that kept me smoking for thirty-three years, and I must confess, if that were the
true situation. I would still be smoking (correction -I wouldn't be here).","62"
"The misery that the smoker is suffering has nothing to do with withdrawal pangs. True, they trigger
them off, but the actual agony is in the mind and it is caused by doubt and uncertainty.","62"
"Another thing that makes it so difficult is the waiting for something to happen. If your object is to
pass a driving test, as soon as you have passed the test it is certain you have achieved your object.
Under the Willpower Method you say, 'If I can go long enough without a cigarette, the urge to smoke
will eventually go.'","62"
"How do you know when you have achieved it? The answer is that you never do because you are
waiting for something to happen and nothing else is going to happen. You stopped when you smoked
that last cigarette, and what you are really doing now is waiting to see how long it will be before you
give in.","63"
"There can be days or even weeks of black depression. His mind is obsessed with doubts and fears.
'How long will the craving last?'
'Will I ever be happy again?'
'Will 1 ever want to get up in the morning?'
'Will I ever enjoy a meal again?'
'How will I ever cope with stress in future?'
'Will I ever enjoy a social function again?'
The smoker is waiting for things to improve, but of course while he is still moping, the cigarette is
becoming more precious.","63"
"In fact, something does happen, but the smoker isn't conscious of it. If he can survive three weeks
without inhaling any nicotine at all, the physical craving for nicotine disappears. However, as
stated before, the pangs of withdrawal from nicotine are so mild that the smoker isn't aware of them.
But after about three weeks many smokers sense that they have 'kicked it'. They then light a
cigarette to prove it, and it does just that. It tastes awful, but the ex-smoker has now supplied nicotine
to the body, and as soon as he extinguishes that cigarette the nicotine starts to leave the body.
There is now a little voice at the back of his mind saying, 'You want another one.' In fact, he had
kicked it but now he has hooked himself again.","63"
"Smokers who succeed under the Willpower Method tend to find it long and difficult because the
main problem is the brainwashing, and long after the physical addiction has died the smoker is
still moping about cigarettes. Eventually, if he can survive long enough, it begins to dawn on him that
he is not going to give in. He stops moping and accepts that life goes on and is enjoyable without the
cigarette.","63"
"Many smokers are succeeding with this method, but it is difficult and arduous, and there are many
more failures than successes. Even those who do succeed go through the rest of their lives in a
vulnerable state. They are left with a certain amount of the brainwashing and believe that during
good and bad times the cigarette can give you a boost.","63"
"Many ex-smokers will have the occasional cigar or cigarette either as a 'special treat' or to convince
themselves how awful they are. It does exactly that, but as soon as they put it out the nicotine starts
to leave and a little voice at the back of their mind is saying, 'You want another one.' If they light,
another one, it still tastes awful and they say, 'Marvelous! While I am not enjoying them I won't get
hooked. After Christmas/ the holiday/this trauma, I will stop,'
Too late. They are already hooked. The trap that they fell into in the first place has claimed its
victim again.","64"
"As I keep saying, enjoyment doesn't come into it. It never did! If we smoked because we enjoyed it,
nobody would ever smoke more than one cigarette.","64"
"23 Beware of Cutting Down","65","H1"
"Many smokers resort to cutting down either as a stepping-stone towards stopping or as an attempt to
control the little monster,","65"
"Obviously, the less you smoke the better off you are, but, as a stepping-stone to stopping, cutting
down is fatal. It is our attempts to cut down that keep us trapped all our lives.","65"
"Usually cutting down follows failed attempts to stop. After a few hours or days of abstinence the
smoker says to himself something like, 'I cannot face the thought of being without a cigarette, so from
now on I will just smoke the special ones or I will cut down to ten a day. If I can get in the habit of
smoking ten a day, I can either hold it there or cut down further.'
Certain terrible things now happen,
1 He has the worst of all worlds. He is still addicted to nicotine and is keeping the monster alive
not only in his body but also in his mind.
2 He is now wishing his life away waiting for the next cigarette.
3 Prior to cutting down, whenever he wanted a cigarette he lit one up and at least partially
relieved his withdrawal pangs. Now, in addition to the normal stresses and strains of life, he
is actually causing himself to suffer the withdrawal pangs from nicotine most of his life. So he is
causing himself to be miserable and bad tempered,
4 While he was indulging himself, he didn't enjoy most of the cigarettes and he didn't realize he
was smoking them. It was automatic. The only cigarettes that he imagined he enjoyed were after a
period of abstinence (e.g. the first in the morning, the one after a meal, etc,).","65"
"Now that he waits an extra hour for each cigarette, he 'enjoys' every one. The longer he waits, the
more enjoyable each cigarette appears to become because the 'enjoyment' in a cigarette isn't the
cigarette itself; it's the ending of the agitation caused by the craving, whether it be the slight physical
craving for nicotine or the mental moping. The longer you suffer, the more 'enjoyable' each cigarette
becomes.","65"
"In fact, smokers get a
secret pleasure out of going long periods without a cigarette. It gives them the hope that maybe one
day they will never want another one.","65"
"There is nothing more pathetic than the smoker who is trying to cut down. He suffers from the
delusion that the less he smokes, the less he will want to smoke. In fact, the reverse is true. The less
he smokes, the longer he suffers the withdrawal pangs; the more he enjoys the cigarette, the more
distasteful they become.","66"
"It is essential that we remove all the illusions about smoking before you extinguish that final
cigarette. Unless you've removed the illusionthat you enjoy the taste of certain cigarettes before you
extinguish the final one, there is no way you can prove it afterwards without getting hooked again.","66"
"The reason smokers believe that cigarettes taste better after a meal or at social
occasions with alcohol, is because those are the times when both non-smokers and smokers are
really happy, but a nicotine addict can never be really happy if that little nicotine monster remains
unsatisfied.","66"
"Cutting down not only doesn't work but it is the worst form of torture.","66"
"Therefore in order to cut down, the smoker has to exercise
willpower and discipline for the rest of his life.","66"
